id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
2611,62,management,married,tertiary,telephone,5008,no,no,0,NA,139,0,0
2612,37,unemployed,single,primary,NA,1648,yes,no,0,NA,166,0,0
2613,47,management,married,tertiary,NA,0,no,no,0,NA,265,0,0
2614,39,services,married,secondary,cellular,-267,yes,no,0,NA,143,0,0
2615,57,management,married,tertiary,cellular,561,no,no,0,NA,54,0,0
2616,39,management,single,tertiary,cellular,137,yes,no,0,NA,408,0,0
2617,38,entrepreneur,married,secondary,cellular,0,yes,yes,0,NA,258,0,0
2618,37,technician,married,secondary,NA,0,no,no,0,NA,236,0,0
2619,50,technician,married,secondary,cellular,2497,yes,no,1,low,35,0,0
2620,51,management,single,NA,cellular,1277,no,no,1,low,143,0,0
2621,26,technician,single,secondary,NA,3,yes,no,0,NA,610,0,0
2622,37,admin.,single,secondary,NA,1066,yes,no,0,NA,83,0,0
2623,40,management,married,tertiary,NA,1734,yes,no,0,NA,169,0,0
2624,51,technician,married,tertiary,cellular,0,no,no,0,NA,539,262.67,0
2625,47,blue-collar,married,primary,cellular,2642,no,no,0,NA,310,0,0
2626,46,admin.,married,secondary,cellular,368,no,no,4,NA,293,324.81,0
2627,43,blue-collar,married,secondary,cellular,0,yes,no,0,NA,440,0,0
2628,53,blue-collar,married,primary,NA,896,yes,no,0,NA,106,0,0
2629,32,technician,married,tertiary,cellular,2553,yes,no,0,NA,459,0,0
2630,56,services,married,secondary,NA,2658,yes,no,0,NA,302,0,0
2631,47,entrepreneur,married,secondary,NA,136,yes,no,0,NA,132,0,0
2632,50,blue-collar,divorced,primary,cellular,15,yes,no,7,low,173,0,0
2633,37,technician,married,secondary,cellular,430,no,no,0,NA,154,0,0
2634,51,entrepreneur,married,tertiary,NA,5403,no,no,0,NA,42,0,0
2635,44,technician,single,secondary,cellular,451,no,no,2,high,203,0,0
2636,62,NA,married,secondary,telephone,367,no,no,0,NA,139,0,0
2637,47,blue-collar,married,secondary,cellular,410,yes,yes,0,NA,179,0,0
2638,39,blue-collar,married,secondary,NA,280,yes,no,0,NA,147,0,0
2639,37,management,married,tertiary,cellular,0,no,no,0,NA,91,0,0
2640,50,unemployed,single,tertiary,cellular,0,yes,no,0,NA,102,0,0
2641,40,services,married,secondary,NA,446,yes,no,0,NA,1252,345.54,0
2642,40,admin.,married,secondary,cellular,526,yes,no,0,NA,851,0,0
2643,33,management,single,tertiary,cellular,718,yes,no,3,high,271,302.56,0
2644,29,management,married,tertiary,cellular,16,yes,no,0,NA,605,0,0
2645,49,admin.,single,secondary,NA,-1193,yes,yes,0,NA,73,0,0
2646,52,self-employed,divorced,secondary,cellular,385,no,yes,0,NA,96,0,0
2647,34,admin.,married,secondary,cellular,36,no,no,0,NA,192,0,0
2648,28,technician,married,secondary,cellular,-302,yes,no,3,low,152,0,0
2649,37,blue-collar,divorced,secondary,NA,-271,yes,no,0,NA,172,0,0
2650,41,management,single,tertiary,cellular,601,yes,yes,0,NA,457,0,0
2651,41,management,divorced,tertiary,cellular,-78,yes,no,4,low,69,0,0
2652,34,services,married,secondary,cellular,40,yes,no,0,NA,302,0,0
2653,41,admin.,divorced,secondary,cellular,1967,yes,no,1,low,115,0,0
2654,42,technician,single,secondary,cellular,1977,no,no,0,NA,72,0,0
2655,33,services,married,secondary,cellular,90,yes,no,0,NA,263,0,0
2656,67,retired,married,primary,cellular,2391,no,no,10,NA,737,735.99,0
2657,32,management,single,tertiary,cellular,2974,yes,no,0,NA,169,0,0
2658,32,management,single,tertiary,cellular,2551,yes,no,0,NA,638,507.17,0
2659,33,management,single,tertiary,cellular,4835,no,no,0,NA,362,0,0
2660,24,technician,married,secondary,cellular,432,yes,no,0,NA,212,0,0
2661,39,blue-collar,married,secondary,cellular,1751,no,no,0,NA,178,0,0
2662,27,technician,single,tertiary,cellular,3064,no,yes,0,NA,389,0,0
2663,35,technician,single,secondary,NA,-206,yes,no,0,NA,85,0,0
2664,53,self-employed,married,tertiary,cellular,20,yes,no,0,NA,218,0,0
2665,30,technician,married,tertiary,cellular,296,no,no,0,NA,1809,0,0
2666,34,technician,single,secondary,NA,705,yes,yes,0,NA,1203,0,0
2667,29,student,single,secondary,cellular,154,yes,no,9,low,20,0,0
2668,36,self-employed,married,secondary,cellular,44,yes,no,0,NA,199,0,0
2669,24,technician,married,secondary,NA,691,yes,no,0,NA,93,0,0
2670,32,technician,divorced,secondary,NA,-399,yes,no,0,NA,180,0,0
2671,46,technician,divorced,secondary,NA,119,yes,no,0,NA,106,0,0
2672,57,retired,married,tertiary,telephone,29,no,no,0,NA,532,0,0
2673,80,retired,married,primary,telephone,155,no,no,0,NA,343,272.3,0
2674,42,technician,married,secondary,cellular,5455,no,no,0,NA,149,0,0
2675,30,admin.,single,tertiary,NA,253,yes,no,0,NA,146,0,0
2676,38,entrepreneur,married,secondary,NA,3249,yes,no,0,NA,384,0,0
2677,39,services,married,secondary,cellular,18,yes,yes,2,low,155,0,0
2678,46,admin.,divorced,secondary,cellular,1203,no,no,0,NA,227,0,0
2679,52,self-employed,married,tertiary,telephone,6657,no,no,0,NA,917,1582.3,0
2680,31,management,married,tertiary,NA,5889,yes,no,0,NA,237,0,0
2681,37,admin.,single,tertiary,cellular,635,no,no,2,low,238,0,0
2682,56,housemaid,married,primary,cellular,58,no,yes,0,NA,227,0,0
2683,21,student,single,secondary,NA,6,no,no,0,NA,622,0,0
2684,30,management,single,tertiary,cellular,1422,yes,yes,27,low,305,0,0
2685,52,blue-collar,single,tertiary,cellular,-517,no,yes,0,NA,340,0,0
2686,46,blue-collar,married,NA,telephone,842,yes,no,0,NA,833,426.95,0
2687,27,entrepreneur,married,secondary,NA,220,yes,no,0,NA,480,0,0
2688,40,admin.,married,secondary,telephone,-444,no,yes,0,NA,168,0,0
2689,33,management,married,secondary,cellular,480,yes,no,0,NA,422,0,0
2690,53,services,divorced,secondary,cellular,0,no,no,0,NA,80,231.23,0
2691,28,unemployed,married,secondary,cellular,-42,yes,yes,0,NA,143,0,0
2692,46,technician,married,tertiary,NA,2207,yes,no,0,NA,243,0,0
2693,25,student,single,secondary,cellular,125,no,no,2,high,215,265.55,0
2694,32,technician,single,secondary,cellular,1995,yes,no,0,NA,121,460.67,0
2695,57,management,married,NA,cellular,0,no,no,0,NA,585,0,0
2696,55,blue-collar,married,primary,cellular,2102,yes,no,1,low,64,0,0
2697,33,technician,single,secondary,cellular,5235,no,no,0,NA,67,0,0
2698,50,management,married,tertiary,cellular,258,no,no,0,NA,246,0,0
2699,40,technician,married,tertiary,cellular,11766,yes,no,9,low,218,2590.25,0
2700,24,blue-collar,single,secondary,NA,674,yes,yes,0,NA,294,0,0
2701,56,entrepreneur,married,NA,NA,575,no,no,0,NA,18,0,0
2702,25,services,single,secondary,NA,3217,yes,no,0,NA,24,0,0
2703,32,technician,single,tertiary,cellular,127,no,no,0,NA,168,0,0
2704,24,admin.,single,secondary,NA,770,yes,no,0,NA,233,0,0
2705,28,admin.,single,secondary,cellular,261,yes,yes,6,high,254,147.85,0
2706,50,blue-collar,divorced,secondary,NA,571,yes,no,0,NA,88,0,0
2707,38,technician,married,secondary,telephone,958,yes,no,0,NA,33,0,0
2708,41,blue-collar,married,secondary,NA,-68,yes,no,0,NA,429,0,0
2709,32,management,single,tertiary,telephone,2770,no,no,0,NA,44,0,0
2710,23,blue-collar,single,secondary,cellular,668,yes,no,0,NA,857,0,0
2711,27,technician,single,secondary,cellular,0,no,yes,0,NA,732,0,0
2712,23,technician,single,secondary,cellular,4659,yes,no,4,low,158,0,0
2713,32,management,married,tertiary,telephone,62,yes,no,0,NA,45,0,0
2714,59,management,married,secondary,NA,544,no,no,0,NA,67,0,0
2715,29,admin.,single,secondary,cellular,305,yes,no,1,low,18,0,0
2716,35,admin.,married,secondary,cellular,3187,yes,no,1,low,171,0,0
2717,45,blue-collar,married,secondary,NA,1345,yes,no,0,NA,120,0,0
2718,43,unemployed,married,secondary,cellular,775,no,no,2,low,325,0,0
2719,45,blue-collar,married,secondary,cellular,10252,no,no,0,NA,675,2306.6,0
2720,54,management,divorced,secondary,NA,155,yes,no,0,NA,75,0,0
2721,31,management,married,tertiary,cellular,732,yes,no,1,low,542,0,0
2722,39,services,married,secondary,NA,1970,yes,no,2,high,30,0,0
2723,34,entrepreneur,married,tertiary,cellular,-28,yes,no,0,NA,574,0,0
2724,52,blue-collar,married,primary,NA,1624,no,no,0,NA,114,0,0
2725,50,services,married,secondary,cellular,5569,no,no,0,NA,103,0,0
2726,30,entrepreneur,married,tertiary,cellular,501,yes,no,0,NA,94,0,0
2727,42,management,married,secondary,cellular,1042,yes,no,3,NA,465,0,0
2728,56,technician,married,tertiary,cellular,655,yes,yes,0,NA,326,0,0
2729,39,blue-collar,married,secondary,cellular,1102,yes,no,3,low,124,0,0
2730,34,management,married,tertiary,cellular,5878,no,no,3,high,159,0,0
2731,43,blue-collar,married,secondary,cellular,14646,no,no,0,NA,210,3201.44,0
2732,35,technician,married,secondary,cellular,-360,yes,no,0,NA,169,0,0
2733,33,management,married,tertiary,cellular,584,yes,no,0,NA,269,0,0
2734,29,blue-collar,married,primary,NA,236,yes,no,0,NA,554,0,0
2735,32,blue-collar,married,secondary,cellular,2502,yes,no,0,NA,604,0,0
2736,36,management,single,tertiary,cellular,2163,no,no,0,NA,317,0,0
2737,59,blue-collar,married,primary,cellular,0,no,no,0,NA,128,0,0
2738,60,blue-collar,married,secondary,NA,196,no,no,0,NA,583,0,0
2739,45,unemployed,divorced,secondary,cellular,728,yes,yes,0,NA,107,0,0
2740,36,technician,married,secondary,cellular,295,no,no,0,NA,129,0,0
2741,37,technician,married,secondary,cellular,1063,yes,no,0,NA,413,0,0
2742,37,services,single,secondary,NA,1175,yes,no,0,NA,92,0,0
2743,36,blue-collar,married,secondary,NA,-251,yes,no,0,NA,162,0,0
2744,44,blue-collar,married,primary,cellular,93,yes,no,0,NA,230,0,0
2745,37,entrepreneur,married,primary,cellular,62,no,no,0,NA,404,0,0
2746,38,technician,married,secondary,cellular,976,yes,no,0,NA,766,443.79,0
2747,58,blue-collar,married,secondary,telephone,-27,no,yes,0,NA,77,0,0
2748,48,admin.,married,secondary,cellular,44,no,yes,0,NA,98,0,0
2749,43,admin.,single,secondary,cellular,733,yes,no,3,high,282,339.65,0
2750,24,services,single,secondary,NA,11,yes,no,0,NA,114,0,0
2751,32,technician,single,secondary,cellular,6402,yes,no,0,NA,628,889.9,0
2752,32,services,single,secondary,cellular,995,yes,no,0,NA,119,0,0
2753,53,blue-collar,married,secondary,NA,136,yes,no,0,NA,99,0,0
2754,32,technician,married,secondary,cellular,4,yes,yes,0,NA,132,0,0
2755,28,services,single,secondary,cellular,458,no,no,3,low,112,0,0
2756,35,blue-collar,married,secondary,cellular,199,yes,no,3,low,203,0,0
2757,37,self-employed,single,secondary,cellular,4894,no,no,0,NA,240,0,0
2758,49,blue-collar,married,primary,NA,937,yes,no,0,NA,66,0,0
2759,41,blue-collar,married,secondary,NA,-100,yes,no,0,NA,20,0,0
2760,50,entrepreneur,married,primary,cellular,300,yes,no,2,NA,99,0,0
2761,50,self-employed,married,secondary,cellular,38,yes,no,0,NA,42,0,0
2762,28,admin.,single,tertiary,cellular,313,no,yes,6,low,124,0,0
2763,41,self-employed,married,secondary,cellular,0,no,no,0,NA,197,0,0
2764,52,management,divorced,tertiary,cellular,-803,yes,no,0,NA,131,0,0
2765,34,management,married,secondary,cellular,1007,yes,no,0,NA,240,0,0
2766,44,blue-collar,married,secondary,NA,-73,yes,no,0,NA,80,0,0
2767,46,services,married,primary,NA,4343,yes,no,0,NA,185,1111.99,0
2768,34,technician,married,secondary,cellular,1,no,no,0,NA,344,0,0
2769,26,blue-collar,married,secondary,cellular,5795,yes,no,0,NA,1094,1401.54,0
2770,35,management,married,tertiary,cellular,94,no,no,0,NA,239,0,0
2771,24,blue-collar,single,secondary,NA,8594,yes,no,0,NA,181,0,0
2772,23,blue-collar,married,secondary,NA,-213,yes,yes,0,NA,87,0,0
2773,43,management,married,tertiary,cellular,0,yes,no,0,NA,474,0,0
2774,36,blue-collar,married,primary,NA,0,no,no,0,NA,149,0,0
2775,35,technician,married,secondary,cellular,-215,no,yes,0,NA,57,0,0
2776,31,blue-collar,married,NA,NA,-13,yes,no,0,NA,176,0,0
2777,38,admin.,married,secondary,cellular,1949,yes,no,0,NA,157,0,0
2778,70,retired,married,primary,cellular,3782,no,no,0,NA,618,0,0
2779,44,management,married,tertiary,cellular,1138,no,no,0,NA,523,467,0
2780,48,blue-collar,married,primary,NA,257,yes,no,0,NA,333,0,0
2781,34,blue-collar,married,primary,cellular,3,yes,no,0,NA,369,0,0
2782,47,blue-collar,married,secondary,cellular,1449,no,no,0,NA,322,0,0
2783,53,admin.,divorced,tertiary,cellular,493,yes,yes,0,NA,64,0,0
2784,25,admin.,single,secondary,cellular,845,yes,no,1,low,217,0,0
2785,24,management,married,secondary,NA,867,yes,no,0,NA,546,435.29,0
2786,29,admin.,single,secondary,cellular,210,no,yes,0,NA,140,0,0
2787,45,admin.,married,secondary,cellular,369,yes,no,0,NA,20,0,0
2788,33,management,single,tertiary,NA,-61,no,no,0,NA,50,0,0
2789,23,services,married,secondary,telephone,14,yes,yes,1,low,19,0,0
2790,35,management,married,tertiary,cellular,481,no,no,0,NA,73,0,0
2791,26,services,married,secondary,cellular,77,yes,no,4,low,619,286.96,0
2792,35,management,single,tertiary,cellular,4348,yes,no,8,low,1074,0,0
2793,40,blue-collar,divorced,secondary,cellular,0,yes,no,0,NA,21,0,0
2794,45,blue-collar,married,secondary,NA,66,yes,no,0,NA,808,0,0
2795,39,admin.,married,secondary,cellular,170,yes,no,0,NA,408,0,0
2796,36,management,married,tertiary,NA,-85,yes,no,0,NA,85,0,0
2797,32,technician,single,tertiary,cellular,1068,no,no,0,NA,175,0,0
2798,52,blue-collar,divorced,secondary,cellular,0,no,yes,0,NA,231,0,0
2799,51,blue-collar,married,secondary,telephone,16,yes,yes,0,NA,145,0,0
2800,34,technician,divorced,secondary,NA,-276,yes,no,0,NA,175,0,0
2801,38,self-employed,single,secondary,cellular,677,yes,no,0,NA,114,0,0
2802,45,blue-collar,married,primary,telephone,512,no,no,0,NA,98,0,0
2803,36,management,married,tertiary,cellular,2309,yes,no,0,NA,268,0,0
2804,44,management,married,secondary,cellular,238,no,no,0,NA,147,0,0
2805,59,admin.,married,primary,telephone,4387,yes,no,0,NA,73,0,0
2806,24,admin.,single,secondary,cellular,3505,yes,no,1,NA,317,0,0
2807,39,blue-collar,single,primary,NA,2,yes,no,0,NA,259,0,0
2808,36,management,single,tertiary,cellular,3343,no,no,0,NA,307,0,0
2809,34,admin.,married,tertiary,cellular,69,no,yes,6,high,120,109.59,0
2810,40,technician,single,tertiary,cellular,1175,no,no,0,NA,184,382.71,0
2811,30,self-employed,single,tertiary,cellular,48,no,no,0,NA,140,0,0
2812,33,services,married,secondary,cellular,233,no,no,0,NA,155,0,0
2813,37,technician,single,secondary,cellular,267,no,no,0,NA,121,0,0
2814,45,services,married,primary,NA,7811,no,no,0,NA,143,0,0
2815,49,technician,single,tertiary,NA,2585,no,no,0,NA,64,0,0
2816,42,admin.,married,secondary,cellular,-1386,yes,yes,0,NA,56,0,0
2817,56,technician,single,primary,telephone,145,yes,no,2,NA,124,0,0
2818,41,management,divorced,tertiary,cellular,25,yes,yes,0,NA,117,122.95,0
2819,45,blue-collar,married,secondary,cellular,3412,yes,no,0,NA,101,0,0
2820,58,retired,divorced,NA,cellular,5920,yes,no,1,low,96,0,0
2821,41,blue-collar,married,secondary,cellular,433,yes,no,0,NA,75,0,0
2822,49,entrepreneur,divorced,NA,cellular,-701,yes,no,0,NA,988,249.06,0
2823,58,unemployed,married,secondary,NA,0,no,no,0,NA,84,0,0
2824,44,blue-collar,married,primary,cellular,4581,yes,no,2,low,520,0,0
2825,44,housemaid,married,primary,cellular,41,no,no,0,NA,299,0,0
2826,31,admin.,married,secondary,cellular,0,yes,no,0,NA,137,0,0
2827,41,management,married,tertiary,cellular,10758,yes,no,0,NA,288,0,0
2828,49,blue-collar,married,primary,cellular,-98,yes,no,0,NA,182,0,0
2829,31,self-employed,single,tertiary,cellular,3361,no,no,0,NA,457,0,0
2830,29,housemaid,single,tertiary,cellular,19,no,no,1,high,274,241.75,0
2831,36,blue-collar,married,secondary,cellular,1949,yes,no,3,low,48,0,0
2832,40,blue-collar,married,primary,cellular,780,yes,no,1,low,206,0,0
2833,44,technician,married,secondary,cellular,584,no,no,0,NA,78,0,0
2834,55,blue-collar,married,primary,NA,1373,no,no,0,NA,1087,0,0
2835,59,retired,married,tertiary,cellular,1312,yes,no,0,NA,244,0,0
2836,42,admin.,married,secondary,cellular,1133,yes,no,3,low,161,0,0
2837,48,blue-collar,married,primary,telephone,2519,no,no,0,NA,105,0,0
2838,25,services,single,secondary,cellular,199,no,no,0,NA,101,0,0
2839,31,technician,single,tertiary,cellular,13711,yes,no,0,NA,1532,1597.8,0
2840,44,management,married,tertiary,cellular,1788,no,no,0,NA,166,0,0
2841,41,management,married,tertiary,cellular,-499,no,no,0,NA,21,0,0
2842,36,admin.,married,secondary,cellular,953,yes,no,2,low,80,0,0
2843,48,management,single,tertiary,cellular,0,yes,yes,0,NA,76,0,0
2844,56,blue-collar,married,secondary,NA,1602,yes,no,0,NA,427,0,0
2845,36,management,single,tertiary,cellular,937,yes,no,0,NA,35,0,0
2846,36,management,single,tertiary,cellular,515,yes,no,0,NA,14,0,0
2847,34,blue-collar,married,secondary,cellular,1979,yes,no,0,NA,283,0,0
2848,40,management,single,tertiary,cellular,406,yes,no,1,low,130,0,0
2849,39,management,married,tertiary,cellular,63,yes,no,1,low,479,0,0
2850,39,blue-collar,married,primary,NA,2133,yes,yes,0,NA,179,0,0
2851,38,blue-collar,married,primary,NA,563,yes,no,0,NA,287,0,0
2852,57,services,divorced,secondary,NA,1024,yes,no,0,NA,360,0,0
2853,41,admin.,married,secondary,cellular,-396,yes,no,0,NA,104,0,0
2854,46,management,divorced,tertiary,cellular,4917,yes,yes,0,NA,5,0,0
2855,34,services,married,secondary,cellular,-102,yes,no,0,NA,185,0,0
2856,30,technician,single,secondary,NA,-754,yes,yes,0,NA,974,0,0
2857,30,technician,single,secondary,cellular,156,yes,no,5,low,157,0,0
2858,46,services,divorced,secondary,cellular,355,yes,no,8,NA,122,0,0
2859,38,blue-collar,married,secondary,NA,702,no,no,0,NA,92,0,0
2860,42,admin.,married,secondary,NA,534,yes,no,0,NA,139,0,0
2861,26,student,single,secondary,cellular,0,no,no,2,low,237,0,0
2862,60,retired,divorced,secondary,cellular,0,no,no,0,NA,91,0,0
2863,43,management,married,tertiary,cellular,0,yes,no,0,NA,110,0,0
2864,35,management,married,tertiary,telephone,1582,no,no,0,NA,37,0,0
2865,28,technician,single,secondary,cellular,250,no,yes,0,NA,133,0,0
2866,44,management,single,secondary,cellular,421,no,yes,0,NA,307,0,0
2867,36,blue-collar,married,secondary,cellular,866,yes,no,0,NA,344,0,0
2868,44,entrepreneur,married,primary,cellular,1434,yes,no,0,NA,284,0,0
2869,53,blue-collar,married,secondary,NA,5700,yes,no,0,NA,97,0,0
2870,46,management,married,tertiary,cellular,716,yes,yes,0,NA,106,0,0
2871,30,management,married,secondary,cellular,0,no,no,0,NA,78,0,0
2872,24,student,single,tertiary,cellular,603,yes,no,0,NA,157,0,0
2873,56,management,married,tertiary,cellular,2925,no,no,0,NA,133,0,0
2874,38,admin.,divorced,secondary,cellular,485,yes,no,0,NA,252,0,0
2875,36,blue-collar,divorced,secondary,NA,808,no,no,0,NA,163,0,0
2876,52,management,single,tertiary,cellular,-334,yes,no,0,NA,402,0,0
2877,31,services,married,secondary,NA,440,yes,no,0,NA,117,0,0
2878,30,entrepreneur,married,secondary,cellular,-346,yes,yes,0,NA,88,0,0
2879,55,housemaid,divorced,NA,telephone,603,no,no,0,NA,91,0,0
2880,30,services,single,secondary,cellular,595,yes,no,0,NA,172,0,0
2881,57,retired,married,primary,telephone,65,yes,no,0,NA,588,0,0
2882,41,technician,divorced,tertiary,cellular,3465,yes,no,0,NA,389,0,0
2883,32,blue-collar,single,secondary,cellular,604,no,yes,0,NA,95,0,0
2884,52,technician,married,secondary,cellular,371,yes,yes,1,high,224,134.86,0
2885,32,management,single,tertiary,NA,863,yes,no,0,NA,264,0,0
2886,36,management,single,tertiary,cellular,2706,no,no,0,NA,75,0,0
2887,40,management,married,tertiary,cellular,1598,yes,yes,3,low,1074,274.46,0
2888,48,technician,married,secondary,cellular,-38,yes,no,0,NA,331,0,0
2889,40,admin.,married,tertiary,NA,10035,no,no,0,NA,29,0,0
2890,33,management,single,tertiary,cellular,0,no,no,0,NA,60,0,0
2891,33,management,married,tertiary,cellular,0,no,no,0,NA,624,0,0
2892,44,services,single,secondary,NA,-389,yes,no,0,NA,207,0,0
2893,26,management,single,tertiary,cellular,15,no,no,0,NA,116,0,0
2894,39,management,married,tertiary,cellular,119,yes,no,4,high,265,301.45,0
2895,29,management,single,tertiary,NA,573,yes,yes,0,NA,190,0,0
2896,54,services,married,secondary,cellular,6376,no,no,0,NA,274,0,0
2897,27,management,single,tertiary,cellular,1277,no,no,0,NA,267,0,0
2898,43,technician,married,secondary,cellular,-330,yes,yes,0,NA,105,0,0
2899,36,unemployed,married,secondary,cellular,352,yes,no,0,NA,94,0,0
2900,31,blue-collar,married,secondary,cellular,604,yes,no,0,NA,394,0,0
2901,47,technician,married,secondary,cellular,65,no,no,0,NA,118,0,0
2902,55,technician,divorced,secondary,cellular,217,yes,yes,0,NA,176,0,0
